clave_ent,nivel_ent,año,trimestre,itlp_is,TLP,ingreso_INPC,ingreso_canasta_ali,desagregacion,año_base_itlp
19,Nuevo León,2012,4,1.4409,29.1,3366.39,3592.27,Estatal,1T20
20,Oaxaca,2012,4,1.0607,62.3,1506.92,1603.86,Estatal,1T20
21,Puebla,2012,4,1.2535,53.7,1958.82,2087.48,Estatal,1T20
22,Querétaro,2012,4,1.2466,43.4,2238.78,2385.64,Estatal,1T20
23,Quintana Roo,2012,4,1.1069,30.8,3426.4,3654.82,Estatal,1T20
24,San Luis Potosí,2012,4,1.2468,54.8,2014.26,2146.55,Estatal,1T20
25,Sinaloa,2012,4,1.114,28.7,3032.68,3231.44,Estatal,1T20
26,Sonora,2012,4,1.2173,32.9,2866.7,3057.27,Estatal,1T20
27,Tabasco,2012,4,1.0644,44.1,2513.94,2675.63,Estatal,1T20
28,Tamaulipas,2012,4,1.1821,39.1,2547.89,2717.85,Estatal,1T20
29,Tlaxcala,2012,4,1.1732,54.7,1862.66,1985.38,Estatal,1T20
30,Veracruz,2012,4,0.974,48.3,2204.66,2348.08,Estatal,1T20
31,Yucatán,2012,4,1.247,43.2,2434.08,2596.14,Estatal,1T20
32,Zacatecas,2012,4,1.1842,56.7,1803.63,1920.77,Estatal,1T20
1,Aguascalientes,2013,1,1.4156,43.3,2381.22,2545.75,Estatal,1T20
2,Baja California,2013,1,1.169,24.3,3317.85,3549.55,Estatal,1T20
3,Baja California Sur,2013,1,1.1781,19.4,3969.7,4244.99,Estatal,1T20
4,Campeche,2013,1,0.8655,36.1,2807.54,3002.47,Estatal,1T20
5,Coahuila,2013,1,1.2634,32.1,2979.88,3188.01,Estatal,1T20
6,Colima,2013,1,0.9697,25.5,3451.79,3692.27,Estatal,1T20
7,Chiapas,2013,1,1.0041,68.2,1441.96,1540.93,Estatal,1T20
8,Chihuahua,2013,1,1.4521,35.6,2711.85,2901.05,Estatal,1T20
9,Ciudad de México,2013,1,1.0535,30.6,3550.45,3799.92,Estatal,1T20
10,Durango,2013,1,1.2974,44.8,2085.87,2228.76,Estatal,1T20
11,Guanajuato,2013,1,1.3615,45.3,2065.28,2207.39,Estatal,1T20
12,Guerrero,2013,1,1.122,63.2,1489.58,1591.97,Estatal,1T20
13,Hidalgo,2013,1,1.0931,51.1,1942.81,2074.42,Estatal,1T20
14,Jalisco,2013,1,1.3106,31.3,2863.9,3063.47,Estatal,1T20
15,Estado de México,2013,1,1.0523,36.6,2568.28,2747.17,Estatal,1T20
16,Michoacán,2013,1,1.2531,40.1,2328.74,2488.95,Estatal,1T20
17,Morelos,2013,1,1.0636,49.5,1939.62,2073.7,Estatal,1T20
18,Nayarit,2013,1,1.0895,34.6,2740.44,2928.85,Estatal,1T20
19,Nuevo León,2013,1,1.4267,28.8,3259.36,3487.59,Estatal,1T20
20,Oaxaca,2013,1,1.0545,61.9,1495.46,1597.12,Estatal,1T20
21,Puebla,2013,1,1.1955,51.3,1994.79,2132.51,Estatal,1T20
22,Querétaro,2013,1,1.1142,38.8,2419.58,2586.07,Estatal,1T20
23,Quintana Roo,2013,1,1.0598,29.5,3562.54,3811.26,Estatal,1T20
24,San Luis Potosí,2013,1,1.2662,55.6,1868.6,1997.24,Estatal,1T20
25,Sinaloa,2013,1,1.1199,28.9,3118.59,3333.96,Estatal,1T20
26,Sonora,2013,1,1.1029,29.8,3557.92,3805.66,Estatal,1T20
27,Tabasco,2013,1,1.0714,44.4,2438.83,2604.71,Estatal,1T20
28,Tamaulipas,2013,1,1.1763,38.9,2607.41,2789.32,Estatal,1T20
29,Tlaxcala,2013,1,1.1276,52.6,1847.2,1974.72,Estatal,1T20
30,Veracruz,2013,1,0.9639,47.8,2068.73,2210.23,Estatal,1T20
31,Yucatán,2013,1,1.2166,42.2,2421.97,2590.7,Estatal,1T20
32,Zacatecas,2013,1,1.2548,60,1826.29,1952.14,Estatal,1T20
1,Aguascalientes,2013,2,1.3759,42.1,2429.85,2582.88,Estatal,1T20
2,Baja California,2013,2,1.1247,23.4,3459.37,3680.26,Estatal,1T20
3,Baja California Sur,2013,2,1.2366,20.4,4086.82,4346.14,Estatal,1T20
4,Campeche,2013,2,0.8707,36.3,2978.12,3167.17,Estatal,1T20
5,Coahuila,2013,2,1.1297,28.7,3079.82,3276.48,Estatal,1T20
6,Colima,2013,2,1.001,26.3,3573.95,3801.48,Estatal,1T20
7,Chiapas,2013,2,1.023,69.5,1366.89,1452.15,Estatal,1T20
8,Chihuahua,2013,2,1.3632,33.4,2959.59,3148.31,Estatal,1T20
9,Ciudad de México,2013,2,1.134,33,3333.49,3548,Estatal,1T20
10,Durango,2013,2,1.3363,46.2,2244.9,2385.12,Estatal,1T20
11,Guanajuato,2013,2,1.4239,47.4,2081.62,2211.72,Estatal,1T20
12,Guerrero,2013,2,1.1562,65.2,1463.68,1555.52,Estatal,1T20
13,Hidalgo,2013,2,1.0275,48,2150.49,2282.4,Estatal,1T20
14,Jalisco,2013,2,1.2751,30.5,2884.18,3067.85,Estatal,1T20
15,Estado de México,2013,2,1.088,37.8,2442.06,2597.48,Estatal,1T20
16,Michoacán,2013,2,1.3684,43.8,2237.86,2377.9,Estatal,1T20
17,Morelos,2013,2,0.9987,46.5,1983.2,2108.56,Estatal,1T20
18,Nayarit,2013,2,1.1563,36.7,2620.91,2785.21,Estatal,1T20
19,Nuevo León,2013,2,1.2674,25.6,3488.9,3712.58,Estatal,1T20
20,Oaxaca,2013,2,1.0739,63.1,1439.75,1528.71,Estatal,1T20
21,Puebla,2013,2,1.2974,55.6,1862.52,1979.82,Estatal,1T20
22,Querétaro,2013,2,1.1998,41.7,2328.4,2474.58,Estatal,1T20
23,Quintana Roo,2013,2,0.9947,27.6,3523.74,3748.5,Estatal,1T20
24,San Luis Potosí,2013,2,1.2191,53.6,1955.28,2077.51,Estatal,1T20
25,Sinaloa,2013,2,1.1802,30.4,2993.41,3181.6,Estatal,1T20
26,Sonora,2013,2,1.0013,27.1,3203.27,3406.79,Estatal,1T20
27,Tabasco,2013,2,1.0537,43.7,2392.82,2540.39,Estatal,1T20
28,Tamaulipas,2013,2,1.1662,38.5,2692.45,2863.97,Estatal,1T20
29,Tlaxcala,2013,2,1.1707,54.6,1815.21,1929.73,Estatal,1T20
30,Veracruz,2013,2,0.9839,48.8,2063.39,2191.83,Estatal,1T20
31,Yucatán,2013,2,1.266,43.9,2677.43,2848.03,Estatal,1T20
32,Zacatecas,2013,2,1.1974,57.3,1701.15,1807.32,Estatal,1T20
1,Aguascalientes,2013,3,1.3778,42.2,2230,2376.74,Estatal,1T20
2,Baja California,2013,3,1.1787,24.5,3328.78,3549.02,Estatal,1T20
3,Baja California Sur,2013,3,1.3107,21.6,4192.71,4469.29,Estatal,1T20
4,Campeche,2013,3,0.8794,36.7,2994.46,3192.22,Estatal,1T20
5,Coahuila,2013,3,1.1535,29.3,3137.07,3344.69,Estatal,1T20
6,Colima,2013,3,1.0693,28.1,3351.95,3573.65,Estatal,1T20
7,Chiapas,2013,3,1.0078,68.5,1411.13,1503.61,Estatal,1T20
8,Chihuahua,2013,3,1.3363,32.8,2915.57,3108.09,Estatal,1T20
9,Ciudad de México,2013,3,1.1437,33.2,3514.56,3747.79,Estatal,1T20
10,Durango,2013,3,1.3595,47,2082.89,2219.62,Estatal,1T20
11,Guanajuato,2013,3,1.2889,42.9,2202.88,2347.58,Estatal,1T20
12,Guerrero,2013,3,1.1281,63.6,1451.52,1547.03,Estatal,1T20
13,Hidalgo,2013,3,1.0536,49.2,2036.4,2169.08,Estatal,1T20
14,Jalisco,2013,3,1.3356,31.9,2856.85,3045.67,Estatal,1T20
15,Estado de México,2013,3,1.1105,38.6,2284.08,2434.92,Estatal,1T20
16,Michoacán,2013,3,1.5056,48.1,2113.78,2252.68,Estatal,1T20
17,Morelos,2013,3,1.0523,49,1948.61,2076.99,Estatal,1T20
18,Nayarit,2013,3,1.1995,38.1,2541.63,2708.55,Estatal,1T20
19,Nuevo León,2013,3,1.4446,29.2,3296.75,3515.15,Estatal,1T20
20,Oaxaca,2013,3,1.0776,63.3,1456.66,1551.89,Estatal,1T20
21,Puebla,2013,3,1.2724,54.6,1872.02,1995.23,Estatal,1T20
22,Querétaro,2013,3,1.1998,41.7,2400.36,2558.26,Estatal,1T20
23,Quintana Roo,2013,3,1.0546,29.3,3697.82,3942.39,Estatal,1T20
24,San Luis Potosí,2013,3,1.2132,53.3,1981.63,2111.85,Estatal,1T20
25,Sinaloa,2013,3,1.2718,32.8,3017.69,3216.33,Estatal,1T20
26,Sonora,2013,3,1.1161,30.2,3226.41,3439.46,Estatal,1T20
27,Tabasco,2013,3,1.0242,42.5,2436.65,2595.68,Estatal,1T20
28,Tamaulipas,2013,3,1.2211,40.4,2548.22,2716.69,Estatal,1T20
29,Tlaxcala,2013,3,1.1195,52.2,1870.45,1993.6,Estatal,1T20
30,Veracruz,2013,3,1.0406,51.6,2088.13,2224.92,Estatal,1T20
31,Yucatán,2013,3,1.177,40.8,2519.11,2685.56,Estatal,1T20
32,Zacatecas,2013,3,1.1729,56.1,1762.08,1877.7,Estatal,1T20
1,Aguascalientes,2013,4,1.2816,39.2,2445.11,2597.34,Estatal,1T20
2,Baja California,2013,4,1.1165,23.2,3321.69,3530.44,Estatal,1T20
3,Baja California Sur,2013,4,1.2431,20.5,4028.79,4280.48,Estatal,1T20
4,Campeche,2013,4,0.8983,37.5,2937.17,3121.22,Estatal,1T20
5,Coahuila,2013,4,1.1821,30,3098.75,3293.77,Estatal,1T20
6,Colima,2013,4,0.9735,25.6,3418.49,3633.09,Estatal,1T20
7,Chiapas,2013,4,1.034,70.3,1340.87,1423.43,Estatal,1T20
8,Chihuahua,2013,4,1.3244,32.5,2975.51,3162.08,Estatal,1T20
9,Ciudad de México,2013,4,1.0834,31.5,3424.83,3641.51,Estatal,1T20
10,Durango,2013,4,1.3686,47.3,2044.76,2171.2,Estatal,1T20
11,Guanajuato,2013,4,1.309,43.5,2181.24,2316.67,Estatal,1T20
12,Guerrero,2013,4,1.159,65.3,1394.49,1481.23,Estatal,1T20
13,Hidalgo,2013,4,1.0497,49,2077.49,2203.82,Estatal,1T20
14,Jalisco,2013,4,1.3635,32.6,2796.32,2971.49,Estatal,1T20
15,Estado de México,2013,4,1.0742,37.3,2539.88,2699.03,Estatal,1T20
16,Michoacán,2013,4,1.5274,48.8,2124.16,2255.9,Estatal,1T20
17,Morelos,2013,4,1.0833,50.4,1961.6,2084.07,Estatal,1T20
18,Nayarit,2013,4,1.12,35.6,2624.61,2787.02,Estatal,1T20
19,Nuevo León,2013,4,1.4012,28.3,3200.52,3402.19,Estatal,1T20
20,Oaxaca,2013,4,1.1569,68,1324.77,1406.24,Estatal,1T20
21,Puebla,2013,4,1.2394,53.1,1865.92,1981.77,Estatal,1T20
22,Querétaro,2013,4,1.1815,41.1,2374.66,2521.74,Estatal,1T20
23,Quintana Roo,2013,4,1.1226,31.2,3246.15,3450.5,Estatal,1T20
24,San Luis Potosí,2013,4,1.1824,52,1998,2121.46,Estatal,1T20
25,Sinaloa,2013,4,1.1792,30.4,2908.02,3088.41,Estatal,1T20
26,Sonora,2013,4,1.1081,30,3214.26,3415.81,Estatal,1T20
27,Tabasco,2013,4,1.0115,41.9,2507.9,2661.73,Estatal,1T20
28,Tamaulipas,2013,4,1.2232,40.4,2570.14,2731.68,Estatal,1T20
29,Tlaxcala,2013,4,1.1604,54.1,1807.02,1919.59,Estatal,1T20
30,Veracruz,2013,4,1.0151,50.3,2135.07,2266.38,Estatal,1T20
31,Yucatán,2013,4,1.2212,42.3,2610.15,2773.91,Estatal,1T20
32,Zacatecas,2013,4,1.1842,56.7,1747.15,1854.76,Estatal,1T20
1,Aguascalientes,2014,1,1.349,41.3,2298.21,2425.19,Estatal,1T20
2,Baja California,2014,1,1.2664,26.3,3166.48,3341.45,Estatal,1T20
3,Baja California Sur,2014,1,1.3714,22.6,4113.99,4341.3,Estatal,1T20
4,Campeche,2014,1,0.966,40.3,2939.06,3101.45,Estatal,1T20
5,Coahuila,2014,1,1.2723,32.3,2931.28,3093.26,Estatal,1T20
6,Colima,2014,1,0.9861,25.9,3250.44,3430.05,Estatal,1T20
7,Chiapas,2014,1,1.0234,69.5,1380.02,1456.27,Estatal,1T20
8,Chihuahua,2014,1,1.4347,35.2,2856.38,3014.21,Estatal,1T20
9,Ciudad de México,2014,1,1.1239,32.7,3205.59,3382.73,Estatal,1T20
10,Durango,2014,1,1.3546,46.8,2044.11,2157.04,Estatal,1T20
11,Guanajuato,2014,1,1.3233,44,2110.17,2226.76,Estatal,1T20
12,Guerrero,2014,1,1.0951,61.7,1454.99,1535.38,Estatal,1T20
13,Hidalgo,2014,1,1.0488,49,2076.38,2191.08,Estatal,1T20
14,Jalisco,2014,1,1.3362,32,2758.64,2911.08,Estatal,1T20
15,Estado de México,2014,1,1.0979,38.2,2407.97,2541.02,Estatal,1T20
16,Michoacán,2014,1,1.4245,45.5,2184.77,2305.48,Estatal,1T20
17,Morelos,2014,1,1.0912,50.8,1820.92,1921.53,Estatal,1T20
18,Nayarit,2014,1,1.0736,34.1,2628.03,2773.23,Estatal,1T20
19,Nuevo León,2014,1,1.4506,29.3,3078.36,3248.46,Estatal,1T20
20,Oaxaca,2014,1,1.0865,63.8,1438.44,1517.91,Estatal,1T20
21,Puebla,2014,1,1.2685,54.4,1889.85,1994.26,Estatal,1T20
22,Querétaro,2014,1,1.1141,38.8,2410.57,2543.76,Estatal,1T20
23,Quintana Roo,2014,1,1.1288,31.4,3185.43,3361.46,Estatal,1T20
24,San Luis Potosí,2014,1,1.2315,54.1,1916.1,2021.97,Estatal,1T20
25,Sinaloa,2014,1,1.1639,30,2967.14,3131.08,Estatal,1T20
26,Sonora,2014,1,1.0228,27.7,3341.21,3525.82,Estatal,1T20
27,Tabasco,2014,1,0.9934,41.2,2430.67,2564.96,Estatal,1T20
28,Tamaulipas,2014,1,1.2459,41.2,2599.69,2743.34,Estatal,1T20
29,Tlaxcala,2014,1,1.1711,54.6,1798.15,1897.5,Estatal,1T20
30,Veracruz,2014,1,1.0347,51.3,1994.29,2104.48,Estatal,1T20
31,Yucatán,2014,1,1.2511,43.4,2447.03,2582.24,Estatal,1T20
32,Zacatecas,2014,1,1.232,59,1651.74,1743,Estatal,1T20
1,Aguascalientes,2014,2,1.369,41.9,2385.07,2535.17,Estatal,1T20
2,Baja California,2014,2,1.2509,26,3215.13,3415.28,Estatal,1T20
3,Baja California Sur,2014,2,1.4249,23.5,3897.32,4141.08,Estatal,1T20
4,Campeche,2014,2,0.9748,40.7,2876.44,3056.39,Estatal,1T20
5,Coahuila,2014,2,1.1845,30.1,2921.48,3103.34,Estatal,1T20
6,Colima,2014,2,0.9595,25.2,3214.04,3414.61,Estatal,1T20
7,Chiapas,2014,2,1.0495,71.3,1265.98,1346.63,Estatal,1T20
8,Chihuahua,2014,2,1.1816,29,3071.91,3263.76,Estatal,1T20
9,Ciudad de México,2014,2,1.1465,33.3,3240.94,3441.41,Estatal,1T20
10,Durango,2014,2,1.3965,48.3,1974.48,2099.57,Estatal,1T20
11,Guanajuato,2014,2,1.3184,43.9,2097.99,2230.9,Estatal,1T20
12,Guerrero,2014,2,1.0719,60.4,1475.7,1568.81,Estatal,1T20
13,Hidalgo,2014,2,1.0386,48.5,2026.91,2157.43,Estatal,1T20
14,Jalisco,2014,2,1.3047,31.2,2836.94,3014.28,Estatal,1T20
15,Estado de México,2014,2,1.1061,38.5,2302.14,2446.06,Estatal,1T20
16,Michoacán,2014,2,1.4505,46.4,2126.68,2261.06,Estatal,1T20
17,Morelos,2014,2,1.0898,50.7,1858.1,1975.15,Estatal,1T20
18,Nayarit,2014,2,1.1701,37.2,2542.2,2703.19,Estatal,1T20
19,Nuevo León,2014,2,1.4396,29.1,3046.41,3235.71,Estatal,1T20
20,Oaxaca,2014,2,1.0939,64.2,1383.23,1471.87,Estatal,1T20
21,Puebla,2014,2,1.2638,54.2,1861.53,1978.83,Estatal,1T20
22,Querétaro,2014,2,1.2059,42,2343.32,2491.2,Estatal,1T20
23,Quintana Roo,2014,2,1.1409,31.7,3122.14,3316.15,Estatal,1T20
24,San Luis Potosí,2014,2,1.225,53.8,1951.74,2074.99,Estatal,1T20
25,Sinaloa,2014,2,1.3659,35.2,2690.24,2859.72,Estatal,1T20
26,Sonora,2014,2,1.0837,29.3,3351.15,3560.76,Estatal,1T20
27,Tabasco,2014,2,0.9876,40.9,2381.53,2534.19,Estatal,1T20
28,Tamaulipas,2014,2,1.236,40.9,2495.44,2650.91,Estatal,1T20
29,Tlaxcala,2014,2,1.2058,56.2,1727.19,1835.9,Estatal,1T20
30,Veracruz,2014,2,1.0247,50.8,1908.83,2030.03,Estatal,1T20
31,Yucatán,2014,2,1.226,42.5,2331.05,2476.78,Estatal,1T20
32,Zacatecas,2014,2,1.189,56.9,1708.23,1816.81,Estatal,1T20
1,Aguascalientes,2014,3,1.3575,41.6,2355.77,2479.79,Estatal,1T20
2,Baja California,2014,3,1.3359,27.7,3086.5,3246.24,Estatal,1T20
3,Baja California Sur,2014,3,1.4667,24.1,3658.42,3848.84,Estatal,1T20
4,Campeche,2014,3,0.9908,41.3,2817,2963.7,Estatal,1T20
5,Coahuila,2014,3,1.1545,29.3,3061.75,3219.93,Estatal,1T20
6,Colima,2014,3,0.9663,25.4,3241.19,3408.88,Estatal,1T20
7,Chiapas,2014,3,1.0524,71.5,1289.25,1357.95,Estatal,1T20
8,Chihuahua,2014,3,1.2358,30.3,2972.39,3127.47,Estatal,1T20
9,Ciudad de México,2014,3,1.2119,35.2,3126.94,3286.91,Estatal,1T20
10,Durango,2014,3,1.3331,46.1,2061.99,2171.21,Estatal,1T20
11,Guanajuato,2014,3,1.3386,44.5,2189.77,2305.84,Estatal,1T20
12,Guerrero,2014,3,1.1717,66,1322.73,1392.06,Estatal,1T20
13,Hidalgo,2014,3,1.0496,49,2044.98,2156.28,Estatal,1T20
14,Jalisco,2014,3,1.2692,30.3,2820.82,2967.34,Estatal,1T20
15,Estado de México,2014,3,1.1114,38.6,2326.05,2446.82,Estatal,1T20
16,Michoacán,2014,3,1.5109,48.3,2133.76,2246.42,Estatal,1T20
17,Morelos,2014,3,1.1546,53.7,1810.56,1905.53,Estatal,1T20
18,Nayarit,2014,3,1.1869,37.7,2576.66,2713.32,Estatal,1T20
19,Nuevo León,2014,3,1.3786,27.8,3321.2,3492.35,Estatal,1T20
20,Oaxaca,2014,3,1.0913,64.1,1357.16,1430.38,Estatal,1T20
21,Puebla,2014,3,1.2786,54.8,1883.9,1983.19,Estatal,1T20
22,Querétaro,2014,3,1.2307,42.8,2221.94,2339.62,Estatal,1T20
23,Quintana Roo,2014,3,1.1696,32.5,3066.37,3224.1,Estatal,1T20
24,San Luis Potosí,2014,3,1.2401,54.5,1887.34,1987.1,Estatal,1T20
25,Sinaloa,2014,3,1.3657,35.2,2784.67,2931.06,Estatal,1T20
26,Sonora,2014,3,1.196,32.4,3237.19,3405.03,Estatal,1T20
27,Tabasco,2014,3,0.9178,38,2428.9,2560.22,Estatal,1T20
28,Tamaulipas,2014,3,1.3661,45.2,2366.86,2489.34,Estatal,1T20
29,Tlaxcala,2014,3,1.1628,54.2,1772.99,1866.66,Estatal,1T20
30,Veracruz,2014,3,1.0868,53.9,1841.08,1939.55,Estatal,1T20
31,Yucatán,2014,3,1.2072,41.9,2376.97,2500.51,Estatal,1T20
32,Zacatecas,2014,3,1.2364,59.2,1657.29,1745.53,Estatal,1T20
1,Aguascalientes,2014,4,1.3898,42.5,2243.12,2342.67,Estatal,1T20
2,Baja California,2014,4,1.4052,29.2,3125.41,3263.12,Estatal,1T20
3,Baja California Sur,2014,4,1.3825,22.8,4039.66,4218.59,Estatal,1T20
4,Campeche,2014,4,1.0349,43.2,2711.52,2831.31,Estatal,1T20
5,Coahuila,2014,4,1.2344,31.4,3017.41,3150.3,Estatal,1T20
6,Colima,2014,4,1.1424,30,3207.02,3348.41,Estatal,1T20
7,Chiapas,2014,4,1.073,72.9,1262.66,1318.88,Estatal,1T20
8,Chihuahua,2014,4,1.3394,32.8,2912.37,3040.88,Estatal,1T20
9,Ciudad de México,2014,4,1.3152,38.2,3084.18,3219.5,Estatal,1T20
10,Durango,2014,4,1.4,48.4,2047.5,2138.65,Estatal,1T20
11,Guanajuato,2014,4,1.3928,46.3,2113.69,2207.89,Estatal,1T20
12,Guerrero,2014,4,1.1395,64.2,1413.98,1476.73,Estatal,1T20
13,Hidalgo,2014,4,1.0302,48.1,1990.95,2080.66,Estatal,1T20
14,Jalisco,2014,4,1.4102,33.7,2682.95,2801.49,Estatal,1T20
15,Estado de México,2014,4,1.1833,41.1,2230.9,2329.38,Estatal,1T20
16,Michoacán,2014,4,1.4885,47.6,2124.38,2218.94,Estatal,1T20
17,Morelos,2014,4,1.1748,54.7,1816.41,1897.12,Estatal,1T20
18,Nayarit,2014,4,1.226,39,2502.69,2614,Estatal,1T20
19,Nuevo León,2014,4,1.4564,29.4,3155.61,3294.42,Estatal,1T20
20,Oaxaca,2014,4,1.1388,66.9,1349.76,1410.34,Estatal,1T20
21,Puebla,2014,4,1.3039,55.9,1888.63,1972.47,Estatal,1T20
22,Querétaro,2014,4,1.2752,44.4,2278.38,2380.01,Estatal,1T20
23,Quintana Roo,2014,4,1.2744,35.4,3088.64,3224.45,Estatal,1T20
24,San Luis Potosí,2014,4,1.2388,54.4,1911.29,1996.37,Estatal,1T20
25,Sinaloa,2014,4,1.2163,31.4,2975.65,3107.83,Estatal,1T20
26,Sonora,2014,4,1.1681,31.6,3209.54,3351.31,Estatal,1T20
27,Tabasco,2014,4,0.9602,39.8,2425.26,2534.17,Estatal,1T20
28,Tamaulipas,2014,4,1.2928,42.7,2539.79,2651.73,Estatal,1T20
29,Tlaxcala,2014,4,1.1949,55.7,1808.94,1889.21,Estatal,1T20
30,Veracruz,2014,4,1.188,58.9,1688.92,1764.46,Estatal,1T20
31,Yucatán,2014,4,1.2293,42.6,2441.16,2548.91,Estatal,1T20
32,Zacatecas,2014,4,1.2778,61.2,1622.74,1695.17,Estatal,1T20
1,Aguascalientes,2015,1,1.3641,41.8,2307.25,2427.07,Estatal,1T20
2,Baja California,2015,1,1.2617,26.2,3121.26,3281.68,Estatal,1T20
3,Baja California Sur,2015,1,1.3634,22.4,4036.34,4244.72,Estatal,1T20
4,Campeche,2015,1,0.9765,40.7,2697.46,2836.6,Estatal,1T20
5,Coahuila,2015,1,1.2914,32.8,2965.83,3118.07,Estatal,1T20
6,Colima,2015,1,1.1127,29.2,3224.84,3390.68,Estatal,1T20
7,Chiapas,2015,1,1.0429,70.9,1347.53,1417.82,Estatal,1T20
8,Chihuahua,2015,1,1.3251,32.5,2950.8,3102.83,Estatal,1T20
9,Ciudad de México,2015,1,1.2253,35.6,3267.11,3433.99,Estatal,1T20
10,Durango,2015,1,1.3932,48.2,2026.18,2131.58,Estatal,1T20
11,Guanajuato,2015,1,1.349,44.9,2083.49,2192.04,Estatal,1T20
12,Guerrero,2015,1,1.1168,62.9,1432.35,1506.73,Estatal,1T20
13,Hidalgo,2015,1,1.0117,47.2,2079.12,2188.82,Estatal,1T20
14,Jalisco,2015,1,1.4017,33.5,2792.19,2935.93,Estatal,1T20
15,Estado de México,2015,1,1.1296,39.3,2292.43,2410.56,Estatal,1T20
16,Michoacán,2015,1,1.4518,46.4,2171.2,2284.02,Estatal,1T20
17,Morelos,2015,1,1.0966,51,1897.68,1995.75,Estatal,1T20
18,Nayarit,2015,1,1.2062,38.3,2562.88,2696.34,Estatal,1T20
19,Nuevo León,2015,1,1.4972,30.2,3175.24,3338.19,Estatal,1T20
20,Oaxaca,2015,1,1.0973,64.5,1365.21,1437.04,Estatal,1T20
21,Puebla,2015,1,1.2549,53.8,1890.51,1988.62,Estatal,1T20
22,Querétaro,2015,1,1.1132,38.7,2520.09,2651.01,Estatal,1T20
23,Quintana Roo,2015,1,1.2347,34.3,3225.88,3391.17,Estatal,1T20
24,San Luis Potosí,2015,1,1.2645,55.6,1909.7,2009.07,Estatal,1T20
25,Sinaloa,2015,1,1.085,28,3042.27,3200.15,Estatal,1T20
26,Sonora,2015,1,1.164,31.5,3123.24,3284.12,Estatal,1T20
27,Tabasco,2015,1,0.9489,39.3,2385.67,2510.88,Estatal,1T20
28,Tamaulipas,2015,1,1.2875,42.6,2494.34,2622.45,Estatal,1T20
29,Tlaxcala,2015,1,1.1322,52.8,1887.84,1985.77,Estatal,1T20
30,Veracruz,2015,1,1.0976,54.4,1832.46,1928.36,Estatal,1T20
31,Yucatán,2015,1,1.2042,41.8,2422.88,2547.65,Estatal,1T20
32,Zacatecas,2015,1,1.2683,60.7,1654.11,1740.36,Estatal,1T20
1,Aguascalientes,2015,2,1.3425,41.1,2352.39,2460.9,Estatal,1T20
2,Baja California,2015,2,1.2383,25.7,3134.2,3277.59,Estatal,1T20
3,Baja California Sur,2015,2,1.2102,19.9,4147.41,4337.8,Estatal,1T20
4,Campeche,2015,2,0.9724,40.6,2843.87,2974.41,Estatal,1T20
5,Coahuila,2015,2,1.1756,29.9,3054.79,3194.43,Estatal,1T20
6,Colima,2015,2,1.115,29.3,3190.14,3336.1,Estatal,1T20
7,Chiapas,2015,2,1.0518,71.5,1334.55,1396.45,Estatal,1T20
8,Chihuahua,2015,2,1.2405,30.4,3131.81,3275.61,Estatal,1T20
9,Ciudad de México,2015,2,1.2917,37.5,3324.3,3475.52,Estatal,1T20
10,Durango,2015,2,1.2915,44.6,2138.03,2236.97,Estatal,1T20
11,Guanajuato,2015,2,1.351,44.9,2217.77,2320.49,Estatal,1T20
12,Guerrero,2015,2,1.1335,63.9,1389.09,1453.19,Estatal,1T20
13,Hidalgo,2015,2,1.0141,47.4,2114.24,2213.28,Estatal,1T20
14,Jalisco,2015,2,1.3036,31.2,2784.98,2912.63,Estatal,1T20
15,Estado de México,2015,2,1.2048,41.9,2216.08,2317.62,Estatal,1T20
16,Michoacán,2015,2,1.3957,44.6,2175.75,2276.32,Estatal,1T20
17,Morelos,2015,2,1.1257,52.4,1849.75,1934.74,Estatal,1T20
18,Nayarit,2015,2,1.1721,37.3,2585.57,2705.19,Estatal,1T20
19,Nuevo León,2015,2,1.4996,30.3,3142.04,3285.45,Estatal,1T20
20,Oaxaca,2015,2,1.1113,65.3,1406.59,1472.42,Estatal,1T20
21,Puebla,2015,2,1.2861,55.1,1915.39,2003.77,Estatal,1T20
22,Querétaro,2015,2,1.2198,42.4,2515.88,2632.13,Estatal,1T20
23,Quintana Roo,2015,2,1.1894,33.1,3431.02,3587.5,Estatal,1T20
24,San Luis Potosí,2015,2,1.2577,55.3,1946.81,2036.77,Estatal,1T20
25,Sinaloa,2015,2,1.1725,30.2,3100.54,3243.46,Estatal,1T20
26,Sonora,2015,2,1.0669,28.9,3318.15,3470.19,Estatal,1T20
27,Tabasco,2015,2,0.9629,39.9,2358.64,2468.83,Estatal,1T20
28,Tamaulipas,2015,2,1.2747,42.1,2513.69,2628.63,Estatal,1T20
29,Tlaxcala,2015,2,1.1601,54.1,1890.34,1977.54,Estatal,1T20
30,Veracruz,2015,2,1.1046,54.8,1874.84,1961.98,Estatal,1T20
31,Yucatán,2015,2,1.1784,40.9,2495.97,2610.33,Estatal,1T20
32,Zacatecas,2015,2,1.2264,58.7,1781.42,1863.98,Estatal,1T20
1,Aguascalientes,2015,3,1.3506,41.3,2444.08,2543.51,Estatal,1T20
2,Baja California,2015,3,1.3939,28.9,3094.8,3218.89,Estatal,1T20
3,Baja California Sur,2015,3,1.2494,20.6,3970.83,4131.41,Estatal,1T20
4,Campeche,2015,3,0.9658,40.3,2752.22,2863.37,Estatal,1T20
