clave_ent,nivel_ent,año,trimestre,itlp_is,TLP,ingreso_INPC,ingreso_canasta_ali,desagregacion,año_base_itlp
18,Nayarit,2020,4,1.0441,33.2,3186.27,3146,Estatal,1T20
19,Nuevo León,2020,4,1.2047,24.3,4100.39,4051.66,Estatal,1T20
20,Oaxaca,2020,4,0.9971,58.6,1653.18,1630.78,Estatal,1T20
21,Puebla,2020,4,1.2339,52.9,1975.03,1950.32,Estatal,1T20
22,Querétaro,2020,4,1.0608,36.9,2888.6,2852.15,Estatal,1T20
23,Quintana Roo,2020,4,1.5671,43.5,2908.48,2874.16,Estatal,1T20
24,San Luis Potosí,2020,4,1.0246,45,2364.59,2335.08,Estatal,1T20
25,Sinaloa,2020,4,1.2405,32,3024.67,2986.88,Estatal,1T20
26,Sonora,2020,4,1.1457,31,3306.18,3265.94,Estatal,1T20
27,Tabasco,2020,4,1.2758,52.9,1937.32,1911.96,Estatal,1T20
28,Tamaulipas,2020,4,1.0742,35.5,2889.55,2855.22,Estatal,1T20
29,Tlaxcala,2020,4,1.161,54.1,1910.18,1886.28,Estatal,1T20
30,Veracruz,2020,4,1.0897,54,1933.11,1907.58,Estatal,1T20
31,Yucatán,2020,4,1.1117,38.5,2842.64,2807.77,Estatal,1T20
32,Zacatecas,2020,4,0.9559,45.7,2217.52,2189.25,Estatal,1T20
1,Aguascalientes,2021,1,1.1382,34.8,2759.51,2757.72,Estatal,1T20
2,Baja California,2021,1,1.2876,26.7,3708.86,3706.56,Estatal,1T20
3,Baja California Sur,2021,1,1.7115,28.2,3992.87,3990.36,Estatal,1T20
4,Campeche,2021,1,1.0362,43.2,2685.37,2683.63,Estatal,1T20
5,Coahuila,2021,1,1.1025,28,3376.64,3374.54,Estatal,1T20
6,Colima,2021,1,1.1619,30.5,3433.45,3431.3,Estatal,1T20
7,Chiapas,2021,1,1.0024,68.1,1467.24,1466.24,Estatal,1T20
8,Chihuahua,2021,1,1.2119,29.7,3535.27,3533.03,Estatal,1T20
9,Ciudad de México,2021,1,1.5331,44.6,3181.15,3179.22,Estatal,1T20
10,Durango,2021,1,1.1225,38.8,2536.22,2534.54,Estatal,1T20
11,Guanajuato,2021,1,1.2247,40.7,2385.11,2383.52,Estatal,1T20
12,Guerrero,2021,1,1.0716,60.4,1604.03,1602.95,Estatal,1T20
13,Hidalgo,2021,1,1.1389,53.2,1943.3,1941.95,Estatal,1T20
14,Jalisco,2021,1,1.1041,26.4,3440.05,3437.84,Estatal,1T20
15,Estado de México,2021,1,1.2342,42.9,2478.02,2476.44,Estatal,1T20
16,Michoacán,2021,1,1.2161,38.9,2551.98,2550.26,Estatal,1T20
17,Morelos,2021,1,1.0877,50.6,1996.62,1995.3,Estatal,1T20
18,Nayarit,2021,1,0.889,28.3,3500.8,3498.43,Estatal,1T20
19,Nuevo León,2021,1,1.1921,24.1,4123.82,4121.26,Estatal,1T20
20,Oaxaca,2021,1,1.0026,58.9,1676.36,1675.15,Estatal,1T20
21,Puebla,2021,1,1.1445,49.1,2085.16,2083.76,Estatal,1T20
22,Querétaro,2021,1,1.0729,37.3,2893.56,2891.65,Estatal,1T20
23,Quintana Roo,2021,1,1.41,39.2,2933.61,2931.81,Estatal,1T20
24,San Luis Potosí,2021,1,1.0571,46.5,2518.66,2517.04,Estatal,1T20
25,Sinaloa,2021,1,1.224,31.6,3175.82,3173.72,Estatal,1T20
26,Sonora,2021,1,1.1315,30.6,3186.67,3184.65,Estatal,1T20
27,Tabasco,2021,1,1.1846,49.1,2158.87,2157.37,Estatal,1T20
28,Tamaulipas,2021,1,1.0378,34.3,2989.44,2987.58,Estatal,1T20
29,Tlaxcala,2021,1,1.1396,53.1,1869.12,1867.9,Estatal,1T20
30,Veracruz,2021,1,1.0803,53.6,2011.41,2010.02,Estatal,1T20
31,Yucatán,2021,1,1.0768,37.3,2871.5,2869.68,Estatal,1T20
32,Zacatecas,2021,1,0.9608,46,2220,2218.51,Estatal,1T20
1,Aguascalientes,2021,2,1.1331,34.7,2713.03,2677.28,Estatal,1T20
2,Baja California,2021,2,1.0402,21.6,3918.44,3868.84,Estatal,1T20
3,Baja California Sur,2021,2,1.4479,23.8,4535.83,4478.08,Estatal,1T20
4,Campeche,2021,2,0.988,41.2,2674.22,2639.23,Estatal,1T20
5,Coahuila,2021,2,1.0734,27.3,3401.24,3358.35,Estatal,1T20
6,Colima,2021,2,0.9584,25.2,3898.47,3848.79,Estatal,1T20
7,Chiapas,2021,2,0.9612,65.3,1606.93,1584.64,Estatal,1T20
8,Chihuahua,2021,2,1.0465,25.6,3645.13,3598.32,Estatal,1T20
9,Ciudad de México,2021,2,1.3896,40.4,3415.35,3373.22,Estatal,1T20
10,Durango,2021,2,1.0785,37.3,2597.45,2562.82,Estatal,1T20
11,Guanajuato,2021,2,1.1641,38.7,2357.81,2325.92,Estatal,1T20
12,Guerrero,2021,2,1.1104,62.6,1584.06,1562.98,Estatal,1T20
13,Hidalgo,2021,2,0.9689,45.3,2136.08,2105.59,Estatal,1T20
14,Jalisco,2021,2,1.0286,24.6,3439.44,3395.08,Estatal,1T20
15,Estado de México,2021,2,1.1443,39.8,2657.58,2623.46,Estatal,1T20
16,Michoacán,2021,2,1.114,35.6,2656.22,2620.79,Estatal,1T20
17,Morelos,2021,2,1.0444,48.6,2005.08,1978.58,Estatal,1T20
18,Nayarit,2021,2,0.9893,31.4,3173.94,3131.95,Estatal,1T20
19,Nuevo León,2021,2,1.1774,23.8,4110.96,4059.35,Estatal,1T20
20,Oaxaca,2021,2,1.0688,62.8,1538.41,1516.59,Estatal,1T20
21,Puebla,2021,2,1.1327,48.6,2172.57,2143.74,Estatal,1T20
22,Querétaro,2021,2,1.0724,37.3,2910.86,2872.25,Estatal,1T20
23,Quintana Roo,2021,2,1.2555,34.9,3118.26,3079.32,Estatal,1T20
24,San Luis Potosí,2021,2,0.9883,43.4,2533.14,2499.96,Estatal,1T20
25,Sinaloa,2021,2,1.0658,27.5,3200.29,3157.72,Estatal,1T20
26,Sonora,2021,2,1.0467,28.3,3344.45,3301.43,Estatal,1T20
27,Tabasco,2021,2,1.1543,47.8,2164.4,2134.29,Estatal,1T20
28,Tamaulipas,2021,2,1.0162,33.6,3019.8,2981.79,Estatal,1T20
29,Tlaxcala,2021,2,1.0651,49.7,2032.61,2005.73,Estatal,1T20
30,Veracruz,2021,2,1.0152,50.4,1989.33,1962,Estatal,1T20
31,Yucatán,2021,2,1.0713,37.1,2930.63,2892.98,Estatal,1T20
32,Zacatecas,2021,2,0.9624,46.1,2236.66,2206.14,Estatal,1T20
1,Aguascalientes,2021,3,1.1574,35.4,2960.22,2877.49,Estatal,1T20
2,Baja California,2021,3,1.1064,23,4039.04,3928.04,Estatal,1T20
3,Baja California Sur,2021,3,1.1904,19.6,5159.51,5016.41,Estatal,1T20
4,Campeche,2021,3,1.0484,43.7,2647.62,2573.37,Estatal,1T20
5,Coahuila,2021,3,1.0925,27.8,3550.53,3453.05,Estatal,1T20
6,Colima,2021,3,0.9343,24.6,3790.42,3686.13,Estatal,1T20
7,Chiapas,2021,3,1.0081,68.5,1444.6,1402.71,Estatal,1T20
8,Chihuahua,2021,3,1.1718,28.7,3615.61,3516.08,Estatal,1T20
9,Ciudad de México,2021,3,1.3056,37.9,3488.57,3394,Estatal,1T20
10,Durango,2021,3,1.089,37.6,2570.54,2497.42,Estatal,1T20
11,Guanajuato,2021,3,1.1183,37.2,2389.36,2321.07,Estatal,1T20
12,Guerrero,2021,3,1.1235,63.3,1538.7,1494.83,Estatal,1T20
13,Hidalgo,2021,3,1.0157,47.4,2122.31,2060.11,Estatal,1T20
14,Jalisco,2021,3,1.1307,27,3363.08,3269.31,Estatal,1T20
15,Estado de México,2021,3,1.1295,39.3,2701.17,2626.36,Estatal,1T20
16,Michoacán,2021,3,1.1693,37.4,2761.94,2681.94,Estatal,1T20
17,Morelos,2021,3,1.0563,49.2,2022.05,1964.77,Estatal,1T20
18,Nayarit,2021,3,1.0139,32.2,3047.6,2960.91,Estatal,1T20
19,Nuevo León,2021,3,1.1225,22.7,4194.19,4079.25,Estatal,1T20
20,Oaxaca,2021,3,1.0824,63.6,1524.77,1479.46,Estatal,1T20
21,Puebla,2021,3,1.171,50.2,2135.97,2075.45,Estatal,1T20
22,Querétaro,2021,3,1.0352,36,2976.08,2891.84,Estatal,1T20
23,Quintana Roo,2021,3,1.1021,30.6,3295.75,3205.68,Estatal,1T20
24,San Luis Potosí,2021,3,0.9922,43.6,2623.28,2549.28,Estatal,1T20
25,Sinaloa,2021,3,1.3008,33.5,3042.57,2956.71,Estatal,1T20
26,Sonora,2021,3,1.1431,30.9,3345.02,3252.52,Estatal,1T20
27,Tabasco,2021,3,1.1226,46.5,2270.39,2203.52,Estatal,1T20
28,Tamaulipas,2021,3,0.9832,32.5,3133.51,3047.55,Estatal,1T20
29,Tlaxcala,2021,3,1.1035,51.5,2017.4,1960.54,Estatal,1T20
30,Veracruz,2021,3,1.1473,56.9,1965.45,1908.79,Estatal,1T20
31,Yucatán,2021,3,1.1401,39.5,2851.3,2772.12,Estatal,1T20
32,Zacatecas,2021,3,0.9516,45.5,2213.41,2149.83,Estatal,1T20
1,Aguascalientes,2021,4,1.1374,34.8,2791.28,2699,Estatal,1T20
2,Baja California,2021,4,1.0796,22.4,3982.01,3854.61,Estatal,1T20
3,Baja California Sur,2021,4,0.9467,15.6,5251.67,5082.69,Estatal,1T20
4,Campeche,2021,4,0.9568,39.9,2688.45,2599.86,Estatal,1T20
5,Coahuila,2021,4,1.0593,26.9,3488.68,3377.48,Estatal,1T20
6,Colima,2021,4,0.9058,23.8,3899.32,3774.42,Estatal,1T20
7,Chiapas,2021,4,1.0197,69.3,1438.54,1389.06,Estatal,1T20
8,Chihuahua,2021,4,1.0591,26,3620.32,3504.11,Estatal,1T20
9,Ciudad de México,2021,4,1.2862,37.4,3589.41,3477.08,Estatal,1T20
10,Durango,2021,4,1.0639,36.8,2561.24,2475.98,Estatal,1T20
11,Guanajuato,2021,4,1.225,40.8,2392.67,2312.34,Estatal,1T20
12,Guerrero,2021,4,1.1326,63.8,1564.56,1512.37,Estatal,1T20
13,Hidalgo,2021,4,1.0268,48,2141.68,2066.84,Estatal,1T20
14,Jalisco,2021,4,1.0767,25.7,3312.89,3205.15,Estatal,1T20
15,Estado de México,2021,4,1.1122,38.7,2678.84,2592.43,Estatal,1T20
16,Michoacán,2021,4,1.1966,38.3,2674.44,2583.84,Estatal,1T20
17,Morelos,2021,4,1.1004,51.2,1968.48,1903.11,Estatal,1T20
18,Nayarit,2021,4,0.9655,30.7,3126.02,3021.75,Estatal,1T20
19,Nuevo León,2021,4,1.1438,23.1,4081.63,3952.37,Estatal,1T20
20,Oaxaca,2021,4,1.0896,64,1474.11,1422.54,Estatal,1T20
21,Puebla,2021,4,1.2211,52.4,2075.6,2006.62,Estatal,1T20
22,Querétaro,2021,4,1.0922,38,2846.47,2751.66,Estatal,1T20
23,Quintana Roo,2021,4,1.0834,30.1,3275.85,3171.77,Estatal,1T20
24,San Luis Potosí,2021,4,0.9548,42,2681.37,2591.8,Estatal,1T20
25,Sinaloa,2021,4,1.1502,29.7,3144.24,3039.56,Estatal,1T20
26,Sonora,2021,4,0.9902,26.8,3314.28,3206.97,Estatal,1T20
27,Tabasco,2021,4,1.099,45.6,2264.22,2185.04,Estatal,1T20
28,Tamaulipas,2021,4,0.9346,30.9,3133.35,3033.47,Estatal,1T20
29,Tlaxcala,2021,4,1.0861,50.7,2052.16,1983.74,Estatal,1T20
30,Veracruz,2021,4,1.0928,54.2,1848.81,1785.57,Estatal,1T20
31,Yucatán,2021,4,1.112,38.6,2774.7,2684.83,Estatal,1T20
32,Zacatecas,2021,4,0.9191,44,2267.83,2191.07,Estatal,1T20
1,Aguascalientes,2022,1,1.182,36.2,3025.59,2874.51,Estatal,1T20
2,Baja California,2022,1,0.8581,17.8,4467.41,4247.79,Estatal,1T20
3,Baja California Sur,2022,1,1.0436,17.2,4895.85,4655.17,Estatal,1T20
4,Campeche,2022,1,0.9094,37.9,2858.57,2715.56,Estatal,1T20
5,Coahuila,2022,1,1.0761,27.3,3517.62,3344.79,Estatal,1T20
6,Colima,2022,1,0.9412,24.7,3741.7,3557.18,Estatal,1T20
7,Chiapas,2022,1,0.9614,65.3,1545.55,1465.86,Estatal,1T20
8,Chihuahua,2022,1,1.0597,26,3723.98,3539.97,Estatal,1T20
9,Ciudad de México,2022,1,1.2349,35.9,3667.81,3489.39,Estatal,1T20
10,Durango,2022,1,1.0728,37.1,2642.57,2509.5,Estatal,1T20
11,Guanajuato,2022,1,1.162,38.7,2552.92,2423.77,Estatal,1T20
12,Guerrero,2022,1,1.0818,61,1578.22,1498.83,Estatal,1T20
13,Hidalgo,2022,1,1.1107,51.9,2037.58,1931.95,Estatal,1T20
14,Jalisco,2022,1,1.0385,24.8,3550.56,3374.38,Estatal,1T20
15,Estado de México,2022,1,1.0297,35.8,2782.08,2644.21,Estatal,1T20
16,Michoacán,2022,1,1.1105,35.5,2779.63,2638.89,Estatal,1T20
17,Morelos,2022,1,1.0916,50.8,2006.61,1905.32,Estatal,1T20
18,Nayarit,2022,1,0.8474,26.9,3221.2,3058.59,Estatal,1T20
19,Nuevo León,2022,1,1.1303,22.8,4069.34,3870.22,Estatal,1T20
20,Oaxaca,2022,1,1.0285,60.4,1608.46,1524.97,Estatal,1T20
21,Puebla,2022,1,1.1463,49.2,2226.64,2114.94,Estatal,1T20
22,Querétaro,2022,1,1.0647,37,3078.86,2924.29,Estatal,1T20
23,Quintana Roo,2022,1,1.1059,30.7,3425.13,3257.33,Estatal,1T20
24,San Luis Potosí,2022,1,0.9308,40.9,2593.84,2463.19,Estatal,1T20
25,Sinaloa,2022,1,1.0792,27.8,3243.74,3080.39,Estatal,1T20
26,Sonora,2022,1,1.0637,28.8,3461.08,3289.83,Estatal,1T20
27,Tabasco,2022,1,1.0631,44.1,2353.81,2231.98,Estatal,1T20
28,Tamaulipas,2022,1,1.0111,33.4,3193.09,3036.24,Estatal,1T20
29,Tlaxcala,2022,1,1.0337,48.2,2107.05,2000.98,Estatal,1T20
30,Veracruz,2022,1,1.0458,51.9,2059.87,1954.86,Estatal,1T20
31,Yucatán,2022,1,1.0127,35.1,3044.93,2894.03,Estatal,1T20
32,Zacatecas,2022,1,1.0352,49.5,2142.88,2033.69,Estatal,1T20
